"units","brand","flavor","grain","promo","ad","volume","price"
25,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",1.19,3.69
10,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",1.19,3.99
2,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",1,"A",1.19,2.5
7,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",1.19,4.19
18,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",1.19,3.99
5,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",1.19,3.79
11,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",1.19,3.19
8,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"A",1.19,4.99
4,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",1.19,4.99
4,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",1.19,4.39
24,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",1.19,4.49
18,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",1.19,3.19
12,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",1.19,3.99
27,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",1.19,3.69
25,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",1.19,3.79
13,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",1.19,3.69
14,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",1,"NONE",1.19,4.29
4,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",1.19,3.99
8,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",1.19,4.37
1,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",1.19,4.59
7,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",1.19,5.59
6,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",1.19,4
9,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",1.19,4.29
8,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",1.19,3.69
23,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",1,"NONE",1.19,2.89
3,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","CORN WHEAT & OAT",0,"NONE",1.19,4.49
1,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","CORN WHEAT & OAT",0,"NONE",1.19,4.59
4,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","CORN WHEAT & OAT",0,"NONE",1.19,4.69
4,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","CORN WHEAT & OAT",1,"NONE",1.19,4.19
22,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","CORN WHEAT & OAT",1,"A",1.19,2.5
4,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","CORN WHEAT & OAT",0,"NONE",1.19,4.69
12,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","CORN WHEAT & OAT",0,"NONE",1.19,3.89
10,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","CORN WHEAT & OAT",0,"NONE",1.19,4.49
1,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","CORN WHEAT & OAT",0,"NONE",1.19,4.49
12,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","CORN WHEAT & OAT",1,"NONE",1.19,2.87
8,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","CORN WHEAT & OAT",0,"NONE",1.19,4.59
1,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","CORN WHEAT & OAT",0,"NONE",1.19,4.39
18,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","CORN WHEAT & OAT",0,"NONE",1.19,3.99
4,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","CORN WHEAT & OAT",0,"NONE",1.19,5.59
5,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","CORN WHEAT & OAT",0,"NONE",1.19,4.79
5,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","CORN WHEAT & OAT",0,"NONE",1.19,4.29
11,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","CORN WHEAT & OAT",0,"NONE",1.19,3.69
18,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","CORN WHEAT & OAT",0,"NONE",1.19,3.19
8,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","CORN WHEAT & OAT",0,"NONE",1.19,4.59
24,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","CORN WHEAT & OAT",0,"NONE",1.19,3.59
9,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","CORN WHEAT & OAT",0,"NONE",1.19,4.49
1,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","CORN WHEAT & OAT",0,"NONE",1.19,4.68
26,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","CORN WHEAT & OAT",0,"NONE",1.19,3.22
18,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","CORN WHEAT & OAT",0,"NONE",1.19,3.79
5,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","CORN WHEAT & OAT",0,"NONE",1.19,3.99
4,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","CORN WHEAT & OAT",0,"NONE",1.19,3.69
7,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","CORN WHEAT & OAT",1,"NONE",1.19,3.29
2,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","CORN WHEAT & OAT",0,"NONE",1.19,3.17
1,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",1,"NONE",0.81,3.79
2,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",0.81,3.49
3,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",1,"NONE",0.81,2.97
3,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",0.81,3.55
6,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",0.81,5.09
2,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",0.81,3.69
1,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",0.81,3.59
9,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",1,"NONE",0.81,2.5
1,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",0.81,3.69
1,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",0.81,3.79
1,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",0.81,4.34
3,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",0.81,3.79
5,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",0.81,2.99
1,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",0.81,4.49
9,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",1,"B",0.81,2.5
1,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",1,"A",1,2
1,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",0.62,3.55
4,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",0.62,3.49
3,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",0.62,3.02
4,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",0.62,3.99
1,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",0.62,2.89
6,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",0.94,3.54
7,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",0.94,3.69
13,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",1,"NONE",0.94,3.87
2,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",0.94,3.99
1,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",0.94,3.89
1,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",0.94,3.68
6,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",0.94,3.49
6,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",0.94,3.49
6,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",0.94,3.69
1,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",1,"NONE",0.94,3
13,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",0.94,3.8
11,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",0.94,3.38
6,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"B",0.94,4.29
15,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",0.94,2.99
4,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",0.94,3.59
4,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",0.94,3.98
4,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",0.94,3.99
5,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",0.94,3.57
8,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",1,"B",0.94,3.32
6,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",0.94,3.79
5,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",1,"NONE",0.94,3.93
2,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",0.94,3.68
6,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",1,"B",0.94,3.49
4,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",1,"NONE",0.94,3.79
8,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",1,"NONE",0.94,2.72
5,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",1.48,4.17
1,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",1.48,4.99
1,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",0.76,2.99
20,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",1.02,2.99
13,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",1,"B",1.02,3.07
16,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",1.02,3.69
18,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",1,"B",1.02,3
3,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",1.02,3.5
3,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",1.02,4.99
3,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",1.02,3.98
3,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",1.02,3.49
8,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",1,"NONE",1.02,3.89
3,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",1.02,4.49
5,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",1,"NONE",1.02,3.12
2,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",1.02,4.69
9,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",1.02,3.99
2,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",1.02,3.49
13,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",1,"NONE",1.02,2.16
2,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",1.02,3.49
3,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",1.02,4.35
4,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",1.02,4.76
11,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",1.02,4.6
3,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",1.02,3.89
5,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",1.02,4.59
10,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",1.02,3.49
11,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",1,"NONE",1.02,2.49
8,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",1,"NONE",1.02,3
6,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",1.02,3.99
16,"POST SHREDDED WHEAT","ORIGINAL","WHOLE GRAIN WHEAT",0,"NONE",1.02,3.98
2,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.19,4.29
2,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.19,3.79
6,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.19,3.27
27,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",1,"B",1.19,1.82
1,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.19,4.19
3,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.19,3.69
2,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.19,3.95
2,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",1,"A",1.19,2.5
3,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.19,2.89
2,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",1,"B",1.19,3.05
5,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",1,"B",1.19,2.5
1,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.19,4.29
6,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",1,"NONE",1.19,2.5
1,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.19,4.19
6,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.19,3.99
3,"POST SHREDDED WHEAT","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.19,5.69
8,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.23,5.15
4,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.23,4.49
1,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.23,4.59
3,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.23,5.18
1,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"B",1.23,3.45
1,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.23,4.95
6,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.23,3.93
1,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.23,3.98
7,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.23,3.85
15,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.23,3.87
8,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",1,"NONE",1.23,3.1
5,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",1,"NONE",1.23,3.35
2,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.23,3.49
8,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",1,"NONE",1.23,3.1
8,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",1,"NONE",1.23,2.98
4,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"A",1.19,4.37
23,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"A",1.19,2.5
14,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",1.19,3.59
25,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"NONE",1.19,4.03
9,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",1.19,4.99
3,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"NONE",1.19,4.18
8,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",1.19,4.59
1,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",1.19,3.35
1,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",1.19,4.99
7,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"NONE",1.19,3.39
1,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"B",1.19,4.08
22,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"A",1.19,2.4
5,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",1.19,4.29
3,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",1.19,4.39
3,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",1.19,3.84
2,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",1.19,4.99
6,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",1.19,5.75
3,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"NONE",1.19,4.69
3,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",1.19,4.71
10,"KELLOGGS SMART START","TOASTED","MULTI GRAIN",0,"A",1.09,4.69
5,"KELLOGGS SMART START","TOASTED","MULTI GRAIN",0,"NONE",1.09,4.45
9,"KELLOGGS SMART START","TOASTED","MULTI GRAIN",0,"NONE",1.09,3.99
15,"KELLOGGS SMART START","TOASTED","MULTI GRAIN",1,"A",1.09,2.5
2,"KELLOGGS SMART START","TOASTED","MULTI GRAIN",0,"NONE",1.09,3.88
7,"KELLOGGS SMART START","TOASTED","MULTI GRAIN",0,"NONE",1.09,4.17
5,"KELLOGGS SMART START","TOASTED","MULTI GRAIN",0,"NONE",1.09,3.28
5,"KELLOGGS SMART START","TOASTED","MULTI GRAIN",0,"NONE",1.09,4.69
2,"KELLOGGS SMART START","TOASTED","MULTI GRAIN",0,"NONE",1.09,4.09
6,"KELLOGGS SMART START","TOASTED","MULTI GRAIN",0,"NONE",1.09,3.99
5,"KELLOGGS SMART START","TOASTED","MULTI GRAIN",0,"NONE",1.09,3.89
5,"KELLOGGS SMART START","TOASTED","MULTI GRAIN",1,"A",1.09,4.79
3,"KELLOGGS SMART START","TOASTED","MULTI GRAIN",1,"NONE",1.09,4.36
1,"KELLOGGS SMART START","TOASTED","MULTI GRAIN",0,"NONE",1.09,4.29
2,"KELLOGGS SMART START","TOASTED","MULTI GRAIN",1,"NONE",1.09,4.19
11,"KELLOGGS SMART START","TOASTED","MULTI GRAIN",0,"B",1.09,3.5
10,"KELLOGGS SMART START","TOASTED","MULTI GRAIN",1,"B",1.09,2.5
16,"KELLOGGS SMART START","TOASTED","MULTI GRAIN",1,"NONE",1.09,3.19
7,"KELLOGGS SMART START","TOASTED","MULTI GRAIN",1,"NONE",1.09,3.77
10,"KELLOGGS SMART START","TOASTED","MULTI GRAIN",0,"NONE",1.09,4.45
4,"KELLOGGS SMART START","TOASTED","MULTI GRAIN",0,"NONE",1.09,4.59
26,"KELLOGGS SMART START","TOASTED","MULTI GRAIN",0,"NONE",1.09,4.69
13,"KELLOGGS SMART START","TOASTED","MULTI GRAIN",0,"NONE",1.09,3.59
14,"KELLOGGS SMART START","TOASTED","MULTI GRAIN",0,"NONE",1.09,5.99
6,"KELLOGGS SMART START","TOASTED","MULTI GRAIN",1,"NONE",1.09,3.25
16,"KELLOGGS SMART START","TOASTED","MULTI GRAIN",0,"NONE",1.09,4.19
15,"KELLOGGS SMART START","TOASTED","MULTI GRAIN",0,"NONE",1.09,3.89
7,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"NONE",0.12,1.09
7,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"NONE",0.8,3.59
2,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"NONE",0.8,3.79
3,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"NONE",0.8,3.59
10,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"NONE",0.8,3.49
11,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"NONE",0.8,3.26
8,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"NONE",0.8,3.26
9,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"NONE",0.8,3.19
2,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"NONE",1.06,3.79
18,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"NONE",1.06,3.82
17,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"NONE",1.06,3.99
5,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",1,"B",1.06,2.79
8,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"NONE",1.06,3.99
5,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"NONE",1.06,4.79
2,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"NONE",1.06,5.39
13,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"NONE",1.06,3
3,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"NONE",1.06,4.19
1,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"NONE",1.06,5.59
2,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"NONE",1.06,3.62
9,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",1,"NONE",1.06,4.49
21,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",1,"NONE",1.56,3.11
1,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"A",1.56,4.99
14,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"NONE",1.56,5.08
6,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"NONE",1.56,4.95
2,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"A",1.56,5.63
6,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"NONE",1.56,4.59
15,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",1,"NONE",1.56,5.99
9,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"NONE",1.56,5.79
10,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"NONE",1.56,5.78
3,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"NONE",1.56,6.29
21,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",1,"NONE",1.56,3.49
5,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"NONE",1.56,5.99
5,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"A",0.78,3.99
15,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"NONE",0.78,3
1,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"NONE",0.78,4.69
3,"GENERAL MILLS CINNAMON TST CR","CINNAMON TOAST","WHOLE WHEAT AND RICE",0,"NONE",0.78,3.59
25,"KELLOGGS CORN FLAKES","REGULAR","CORN",0,"NONE",0.44,1.79
19,"KELLOGGS CORN FLAKES","REGULAR","CORN",1,"NONE",0.75,2.5
5,"KELLOGGS CORN FLAKES","REGULAR","CORN",0,"NONE",0.75,2.99
11,"KELLOGGS CORN FLAKES","REGULAR","CORN",0,"NONE",0.75,3.89
10,"KELLOGGS CORN FLAKES","REGULAR","CORN",0,"NONE",0.75,2.69
18,"KELLOGGS CORN FLAKES","REGULAR","CORN",0,"NONE",0.75,2.69
14,"KELLOGGS CORN FLAKES","REGULAR","CORN",1,"NONE",0.75,3.23
7,"KELLOGGS CORN FLAKES","REGULAR","CORN",0,"NONE",0.75,3.09
4,"KELLOGGS CORN FLAKES","REGULAR","CORN",0,"NONE",1.12,4.19
19,"KELLOGGS CORN FLAKES","REGULAR","CORN",1,"A",1.12,2.93
9,"KELLOGGS CORN FLAKES","REGULAR","CORN",0,"NONE",1.12,3.49
19,"KELLOGGS CORN FLAKES","REGULAR","CORN",0,"NONE",1.12,3.69
